,rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
5100,147397030,C (Crime prevention and security),Male,Less than 12 months,No,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Separate,35-44,White,Apprenticeship or A/AS level,Urban,2.0,,0.6785155,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.3885418,Not a victim of crime,Not very common,Not very common,Fairly common,
5101,136949220,B (Attitudes to the CJS),Female,Less than 12 months,No,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,,4.0,0.4875584,,,,,,,Not at all worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5102,136658030,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Separate,45-54,White,Degree or diploma,Rural,5.0,,0.709383,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.131902,Not a victim of crime,Not at all common,Not at all common,Not very common,
5103,147620140,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,4.0,,0.7247729,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5104,147317170,A (Experiences of the police),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Widowed,55-64,White,Degree or diploma,Urban,4.0,,1.2310411,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,-0.21206532
5105,137147070,C (Crime prevention and security),Male,20 years or longer,,Yes,Rent it,Widowed,65-74,White,None,Rural,3.0,,0.46312997,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,0.010491609,Not a victim of crime,Not at all common,Not at all common,Not very common,
5106,136831010,A (Experiences of the police),Female,Less than 12 months,No,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,4.0,,3.1529593,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,1.9873791
5107,136105310,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2.0,,0.9195475,,,,,Fairly worried,Not at all worried,,,Not very worried,Fairly worried,Not at all worried,0.011224829,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5108,136268080,D (Online Security),Male,5 years but less than 10 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Cohabiting,45-54,White,O level/GCSE,Rural,,3.0,0.5128336,B. Poverty,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5109,136803210,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,Asian or Asian British,None,Urban,5.0,,1.1990293,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.23611096
5110,147482020,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5.0,,0.98979586,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5111,136516280,D (Online Security),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,4.0,,0.9630184,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5112,147622170,A (Experiences of the police),Male,20 years or longer,,Yes,Rent it,Single,35-44,White,Apprenticeship or A/AS level,Urban,5.0,,0.44590673,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.701812
5113,137066160,D (Online Security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,3.0,,0.8338274,E. Drugs,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
5114,136187140,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Rural,4.0,,0.7614669,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5115,147295090,A (Experiences of the police),Female,10 years but less than 20 years,,No,Own it outright,Cohabiting,55-64,White,Other,Urban,2.0,,0.98719585,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.7255201
5116,136653250,A (Experiences of the police),Female,5 years but less than 10 years,,No,Pay part rent and part mortgage (shared ownership),Married/Civil Partnered,25-34,White,Degree or diploma,Rural,5.0,,0.9523362,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,1.4831994
5117,136487290,A (Experiences of the police),Female,10 years but less than 20 years,,No,Own it outright,Cohabiting,75+,White,None,Rural,3.0,,1.2034427,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
5118,137052070,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5.0,,0.75949794,,,,,Not very worried,Not very worried,,,Not at all worried,Fairly worried,Not at all worried,-0.20500298,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5119,136669200,D (Online Security),Female,3 years but less than 5 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,O level/GCSE,Urban,2.0,,1.4592965,E. Drugs,A bit unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,
5120,147288170,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Single,75+,White,None,Urban,1.0,,0.38663024,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
5121,136855050,A (Experiences of the police),Male,12 months but less than 2 years,Yes,Yes,Rent it,Single,45-54,Asian or Asian British,None,Urban,1.0,,1.4978292,,,,,,,,,,,,,Not a victim of crime,Fairly common,Fairly common,Not very common,0.5280079
5122,136938260,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,3.0,,0.8485744,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5123,136734110,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,O level/GCSE,Rural,5.0,,1.0390121,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.24614827,Not a victim of crime,Not at all common,Not at all common,Not very common,
5124,147341060,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Rent it,Divorced,45-54,White,Degree or diploma,Rural,4.0,,1.1754965,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5125,136002220,B (Attitudes to the CJS),Female,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,Mixed,Apprenticeship or A/AS level,Urban,3.0,,1.9722762,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
5126,136416230,C (Crime prevention and security),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Degree or diploma,Urban,1.0,,0.6674459,,,,,Not very worried,Not very worried,,,Not applicable,Not at all worried,Not at all worried,,Victim of crime,Not very common,Not at all common,Fairly common,
5127,136594240,D (Online Security),Male,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Single,25-34,Asian or Asian British,None,Urban,4.0,,3.9129436,A. Too lenient sentencing,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
5128,136661020,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Single,35-44,White,Other,Urban,1.0,,1.0941466,,,,,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,
5129,147439010,A (Experiences of the police),Male,20 years or longer,,Yes,Own it outright,Widowed,75+,White,Degree or diploma,Urban,4.0,,0.5513706,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,1.0491434
5130,136418040,D (Online Security),Female,20 years or longer,No,Yes,Own it outright,Single,25-34,White,Degree or diploma,Urban,3.0,,2.0915403,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5131,136936040,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Urban,4.0,,0.9878315,D. Lack of discipline from parents,Fairly safe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5132,137033060,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,4.0,,1.212755,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5133,136032150,C (Crime prevention and security),Female,2 years but less than 3 years,Yes,No,Rent it,Single,16-24,White,O level/GCSE,Urban,1.0,,1.508483,,,,,Not very worried,Not at all worried,,,Not very worried,Not very worried,Not at all worried,-0.5546258,Not a victim of crime,Fairly common,Not very common,Fairly common,
5134,136899200,D (Online Security),Male,20 years or longer,,No,Buying it with the help of a mortgage or loan,Single,55-64,White,Apprenticeship or A/AS level,Urban,5.0,,0.257685,D. Lack of discipline from parents,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5135,147537290,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,2.0,,1.8018256,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-1.2152667
5136,136355100,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Urban,4.0,,1.2361183,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Fairly common,Not very common,Fairly common,
5137,136084130,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,5.0,,1.1862851,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
5138,147483180,B (Attitudes to the CJS),Female,12 months but less than 2 years,No,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,1.0,,1.0267423,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5139,136656270,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,1.0,,0.74089754,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not applicable,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5140,147414250,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Urban,5.0,,1.0712756,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.21848662
5141,147381100,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Rent it,Single,35-44,White,Degree or diploma,Urban,2.0,,0.82884765,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
5142,135578190,C (Crime prevention and security),Female,20 years or longer,Yes,Yes,Rent it,Single,35-44,White,Degree or diploma,Urban,3.0,,0.56263614,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.8234244,Not a victim of crime,Not very common,Not very common,Fairly common,
5143,147392090,A (Experiences of the police),Male,10 years but less than 20 years,,No,Own it outright,Single,55-64,White,O level/GCSE,Urban,1.0,,0.58802605,,,,,,,,,,,,,Victim of crime,Fairly common,Not very common,Very common,1.389953
5144,136885140,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Degree or diploma,Urban,4.0,,1.0570012,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5145,137007010,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,65-74,White,Apprenticeship or A/AS level,Urban,4.0,,0.60862464,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.9503976
5146,136365300,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,3.0,,1.0031157,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5147,147568030,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Degree or diploma,Rural,3.0,,0.5984302,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.131902,Not a victim of crime,Not very common,Not very common,Not very common,
5148,147472120,D (Online Security),Male,10 years but less than 20 years,,Yes,Rent it,Cohabiting,16-24,White,Degree or diploma,Rural,3.0,,2.9940262,J. The economy in general,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5149,147325050,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,65-74,White,Degree or diploma,Urban,4.0,,0.58937496,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.012643457
5150,136377240,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,O level/GCSE,Urban,3.0,,1.0168078,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
5151,136946330,A (Experiences of the police),Female,10 years but less than 20 years,,No,Rent it,Cohabiting,16-24,White,None,Rural,,3.0,0.92016524,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,1.4722708
5152,136262250,A (Experiences of the police),Female,12 months but less than 2 years,Yes,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3.0,,0.67319775,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.20088051
5153,136827070,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Degree or diploma,Urban,1.0,,1.4266781,,,,,Not very worried,Fairly worried,,,Fairly worried,Fairly worried,Fairly worried,1.2154189,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5154,136869180,B (Attitudes to the CJS),Male,5 years but less than 10 years,No,Yes,Rent it,Single,25-34,White,None,Urban,4.0,,0.7397397,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5155,136461020,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,None,Urban,2.0,,0.4610341,,,,,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,
5156,136619280,D (Online Security),Male,5 years but less than 10 years,,No,Rent it,Single,55-64,White,O level/GCSE,Urban,2.0,,0.5913046,A. Too lenient sentencing,Very unsafe,Very safe,Fairly safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
5157,136556040,D (Online Security),Female,5 years but less than 10 years,,No,Rent it,Not classified,55-64,White,Other,Urban,1.0,,1.1152606,J. The economy in general,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5158,147423020,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,25-34,White,Degree or diploma,Urban,2.0,,0.92240393,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5159,136501270,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5.0,,0.57835275,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.04175851,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5160,137153200,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Rural,3.0,,1.247077,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5161,147333030,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2.0,,0.80525553,,,,,Not at all worried,Not very worried,,,Not at all worried,Not very worried,Fairly worried,-0.19504,Not a victim of crime,Not very common,Not at all common,Not at all common,
5162,136041230,C (Crime prevention and security),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,4.0,,1.3959963,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.2983984,Not a victim of crime,Not very common,Not very common,Not very common,
5163,137192220,B (Attitudes to the CJS),Female,3 years but less than 5 years,,Yes,Rent it,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,2.0,,1.1714443,,,,,,,Fairly worried,Very worried,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
5164,136565070,C (Crime prevention and security),Female,2 years but less than 3 years,,No,Rent it,Divorced,65-74,Black or Black British,Degree or diploma,Urban,1.0,,0.5449598,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9023592,Not a victim of crime,Fairly common,Not very common,Not very common,
5165,136681160,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Divorced,45-54,White,O level/GCSE,Urban,,3.0,0.5360827,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
5166,136845290,A (Experiences of the police),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Apprenticeship or A/AS level,Urban,1.0,,1.3731921,,,,,,,,,,,,,Not a victim of crime,Fairly common,Fairly common,Fairly common,-1.0017428
5167,136645260,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Own it outright,Divorced,65-74,White,None,Rural,3.0,,0.50389445,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,
5168,135347060,B (Attitudes to the CJS),Female,3 years but less than 5 years,,Yes,Own it outright,Divorced,35-44,White,Degree or diploma,Urban,,1.0,0.573888,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5169,147252280,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,4.0,,1.2535698,D. Lack of discipline from parents,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5170,136530050,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4.0,,1.10379,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5171,137109160,D (Online Security),Male,5 years but less than 10 years,,Yes,Rent it,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,3.0,,1.485455,D. Lack of discipline from parents,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5172,136958310,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,5.0,,0.7887504,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9023592,Not a victim of crime,Not very common,Not very common,Not very common,
5173,137211020,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,4.0,,0.7104755,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5174,136510320,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,4.0,,0.75941455,B. Poverty,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5175,137209010,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,1.0,,1.0467329,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,0.31097993
5176,147267070,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Urban,1.0,,1.4351672,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.04175851,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5177,147353300,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,5.0,,0.76453537,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Fairly common,Not very common,Not at all common,
5178,137185180,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5.0,,0.93486625,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5179,147471010,A (Experiences of the police),Female,12 months but less than 2 years,Yes,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4.0,,0.9631248,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
5180,137223380,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Rent it,Single,25-34,White,None,Rural,,3.0,0.35918206,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5181,136710130,A (Experiences of the police),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,3.0,,1.2149603,,,,,,,,,,,,,Not a victim of crime,Fairly common,Fairly common,Fairly common,-0.7847148
5182,137173050,A (Experiences of the police),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,5.0,,0.5049073,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.47693443
5183,147625270,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Apprenticeship or A/AS level,Urban,1.0,,0.3275784,,,,,Fairly worried,Not at all worried,,,Not very worried,Fairly worried,Fairly worried,0.5870384,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5184,136805030,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,3.0,,0.57401663,,,,,Fairly worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.56678456,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5185,137080030,C (Crime prevention and security),Male,12 months but less than 2 years,Yes,Yes,Rent it,Married/Civil Partnered,25-34,Asian or Asian British,Degree or diploma,Urban,2.0,,1.4137633,,,,,Not very worried,Fairly worried,,,Not at all worried,Not very worried,Not very worried,0.08217059,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5186,136776160,D (Online Security),Female,20 years or longer,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,25-34,Asian or Asian British,Degree or diploma,Urban,4.0,,2.207205,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
5187,147522120,D (Online Security),Male,12 months but less than 2 years,Yes,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,25-34,Asian or Asian British,O level/GCSE,Urban,1.0,,1.4574436,F. Alcohol,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,
5188,136558020,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,2.0,,1.1718831,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5189,136030080,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,1.0,,2.080929,C. Lack of discipline from school,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5190,135521290,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Rent it,Married/Civil Partnered,55-64,White,O level/GCSE,Rural,5.0,,2.0376782,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not very common,-0.23594216
5191,136606050,A (Experiences of the police),Male,5 years but less than 10 years,,No,Own it outright,Divorced,65-74,White,None,Urban,2.0,,0.5039469,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.7256889
5192,136553040,D (Online Security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Separate,35-44,White,Apprenticeship or A/AS level,Urban,4.0,,0.62098104,E. Drugs,A bit unsafe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Very common,Not very common,Not very common,
5193,137163120,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Rural,2.0,,0.5717204,Spontaneous: None of these,Very unsafe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5194,136623140,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Cohabiting,35-44,Black or Black British,Degree or diploma,Urban,3.0,,1.3109323,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5195,137152140,B (Attitudes to the CJS),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,16-24,White,O level/GCSE,Urban,1.0,,3.2683246,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5196,147549270,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,4.0,,0.5675916,,,,,Fairly worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.2575738,Victim of crime,Not very common,Not at all common,Not at all common,
5197,136368110,C (Crime prevention and security),Male,3 years but less than 5 years,Yes,No,Rent it,Single,16-24,White,Degree or diploma,Urban,5.0,,0.8778787,,,,,Not very worried,Not very worried,,,Not applicable,Not very worried,Not at all worried,,Not a victim of crime,Not at all common,Not at all common,Not very common,
5198,137033290,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,5.0,,1.1746248,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.71156853
5199,147248020,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Rent it,Single,35-44,White,O level/GCSE,Urban,1.0,,1.3607546,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
